Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
064ef124-22ef-af09-1940-0fec6c3574bc,1972-05-01,,999-29-7349,S99945886,X86223344X,Ms.,Andera917,Lemke654,,,S,white,nonhispanic,F,Kingston  Massachusetts  US,606 Price View Unit 89,Boston,Massachusetts,Suffolk County,25025,02116,42.428281838517776,-71.03071500996144,591573.83,346350.22,28232
df6bcea7-a0c7-6ed0-e9e4-fd1dc33b76f7,1965-08-03,,999-38-7473,S99953338,X64982272X,Mrs.,Linn541,Gislason620,,Hermann103,M,white,nonhispanic,F,Westwood  Massachusetts  US,275 Tromp Burg Suite 54,Erving,Massachusetts,Franklin County,,00000,42.6366197794778,-72.38328626727915,54801.69,228252.18,83088
cfa94700-7440-d5f7-516a-bae08cb365a7,2022-08-14,,999-20-5403,,,,Kaycee352,Koss676,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,859 Hansen Mission Apt 56,Montague,Massachusetts,Franklin County,,00000,42.590026050563246,-72.52614825581455,1644.00,1310.64,147152
52f8df2b-25a8-fbba-af75-0e11f3a054d4,2000-10-21,,999-16-4297,S99952319,X27281996X,Ms.,Cindy893,Lueilwitz711,,,,asian,nonhispanic,F,Hanoi  Hà Đông  VN,892 Haag Gateway Unit 67,Boston,Massachusetts,Suffolk County,25025,02120,42.31347958243134,-71.1029639299087,8065.00,917055.49,3758
bc1efffb-0983-081f-d4c4-3345f6f2abbd,2009-05-16,,999-43-4282,,,,Huey641,Schumm995,,,,black,nonhispanic,M,Needham  Massachusetts  US,835 Powlowski Junction Suite 1,Danvers,Massachusetts,Essex County,25009,01923,42.60647530229309,-71.02623584083403,13076.83,5093.56,74906
b3b71304-fe5b-bda4-6822-bd901b2836d1,1962-05-14,,999-48-5926,S99948203,X32413718X,Mr.,Antony83,Armstrong51,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,830 Dare Park Apt 34,Marshfield,Massachusetts,Plymouth County,25023,02050,42.162629807392534,-70.73981579334742,41148.04,632431.62,35673
fd0b726d-b7e6-976d-7cda-8679dd849610,1965-01-01,,999-96-6743,S99949277,X14857165X,Ms.,Daniela614,Rico947,,,S,white,hispanic,F,Bayamon  Puerto Rico  PR,279 Grady Estate,Boston,Massachusetts,Suffolk County,25025,02120,42.32851940354027,-71.03026624879821,54097.09,478630.93,93689
53534989-404e-cc7c-2859-1708edba296c,1959-05-28,,999-14-9672,S99998623,X86168167X,Mr.,Fletcher87,O'Conner199,,,S,white,nonhispanic,M,Wellesley  Massachusetts  US,873 Ledner Hollow Unit 28,Gardner,Massachusetts,Worcester County,25027,01440,42.56780989156895,-72.00057697137188,329359.12,160957.56,40192
fca2a21e-3319-131a-7e84-ff984b871e16,1979-06-26,,999-29-4844,S99938158,X13579933X,Mr.,Kirk871,Nolan344,,,S,asian,nonhispanic,M,Billerica  Massachusetts  US,356 Wintheiser Passage,Boston,Massachusetts,Suffolk County,25025,02109,42.382825730736656,-71.060338397059,12300.34,775237.82,6420
d89557ad-d741-8ea5-b542-c1226a781d83,1963-12-09,,999-22-2635,S99975865,X35559645X,Mr.,Steve819,Brakus656,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,949 Langworth Light Apt 7,Yarmouth,Massachusetts,Barnstable County,,00000,41.67994080784203,-70.22659782831724,517636.61,2883.47,51527
c8fbb10b-b54e-8182-d71c-c552bd1c58b1,1976-04-03,,999-50-5697,S99983337,X69114774X,Mr.,Hayden835,Schumm995,,,S,white,nonhispanic,M,Braintree  Massachusetts  US,856 Gusikowski Lane,North Adams,Massachusetts,Berkshire County,25003,01247,42.63685002791058,-73.08831197031574,190214.57,27591.19,36603
1d13ebc3-0635-059a-5fe9-82c92ede84ec,2006-05-08,,999-79-3695,S99923330,,,Moises22,O'Conner199,,,,white,hispanic,M,Saugus  Massachusetts  US,459 Cassin Forge Suite 9,Baldwinville,Massachusetts,Worcester County,25027,01436,42.603196202455976,-72.08703841216905,20035.70,11871.97,69174
0cd0df97-9d92-5d95-fbde-6b0a7e6af1c8,1932-07-09,1941-07-07,999-55-6098,,,,Coleman27,Kreiger457,,,,white,nonhispanic,M,Boston  Massachusetts  US,785 Ankunding Drive,Scituate,Massachusetts,Plymouth County,25023,02066,42.18599323192734,-70.79923081726402,9206.41,38661.38,870606
fa451eba-6815-0d99-fd91-02f5581d914b,1946-11-12,,999-79-2426,S99940159,X53572828X,Ms.,Lillia547,Nolan344,,,S,white,nonhispanic,F,Chelsea  Massachusetts  US,287 Medhurst Bypass,Saugus,Massachusetts,Essex County,25009,01906,42.42536923970955,-71.00203089714843,64688.84,1193878.90,99091
92bc26b1-c317-7db6-492e-3c8ea452b36d,2005-04-22,,999-57-7157,S99990370,,,Vanesa40,Anderson154,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,990 Hyatt Gateway,Chicopee,Massachusetts,Hampden County,25013,01013,42.20443967658899,-72.59684936418238,23076.68,14653.34,27706
8cfec0eb-f022-f332-55f5-38a2c35f5b84,2002-08-14,,999-93-7263,S99928764,X60540972X,Ms.,Mirta419,Hayes766,,,,white,nonhispanic,F,Boston  Massachusetts  US,737 Hauck Estate,Holliston,Massachusetts,Middlesex County,,00000,42.19537880557404,-71.40405413382206,11458.37,763952.25,17389
27948426-0f88-0e3b-dd6b-8bd9d8512892,1991-04-23,,999-99-2106,S99915210,X21909602X,Ms.,Shiela18,Jenkins714,,,S,white,nonhispanic,F,Methuen  Massachusetts  US,931 Lowe Route,Boston,Massachusetts,Suffolk County,25025,02111,42.366094173491376,-71.0766434184029,37489.68,507808.67,172784
548300bb-3152-531c-d895-d44fbf2ff1ba,1972-10-14,,999-17-2611,S99989489,X58425716X,Mrs.,Christal240,Hoppe518,,Gorczany269,M,white,nonhispanic,F,Boston  Massachusetts  US,298 Ryan Corner Suite 66,Sandwich,Massachusetts,Barnstable County,25001,02563,41.710640404859575,-70.46063787198887,53359.37,719097.64,91140
821960e1-9db8-7b56-a359-ac34d9228fbc,1960-04-26,,999-61-6611,S99976250,X16809119X,Mrs.,Guadalupe206,Bermúdez789,,Barela183,M,white,hispanic,F,Ponce  Puerto Rico  PR,336 Nienow Course,Tyngsborough,Massachusetts,Middlesex County,,00000,42.66681617186233,-71.47460669911267,67147.48,794967.24,64210
100881d9-7b59-8060-2772-f41b276970fc,1985-01-06,,999-89-9127,S99998550,X39158329X,Mrs.,Corey514,Johnson679,,Beier427,M,white,nonhispanic,F,Norton  Massachusetts  US,412 Spinka Plaza,Quincy,Massachusetts,Norfolk County,25021,02171,42.2627318928807,-71.01242779795183,41414.26,543793.88,129073
d4db8ae1-3354-d064-508d-834cfa214cb2,1958-07-12,,999-35-8448,S99991458,X15138167X,Mr.,Gayle448,MacGyver246,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,138 Hilll Well,Yarmouth,Massachusetts,Barnstable County,,00000,41.679741071089055,-70.17797861520093,79882.99,32342.26,21813
d7f0610d-ec4d-fb9e-2d0d-b54e3ad621fb,1978-12-22,,999-88-1792,S99963549,X35369763X,Mr.,Whitney250,Hamill307,,,M,white,hispanic,M,Walpole  Massachusetts  US,416 Oberbrunner Dam Apt 95,Worcester,Massachusetts,Worcester County,25027,01603,42.29434089325724,-71.80056312559488,36814.41,239.57,44580
e8323f7c-6829-3bce-0621-63d588b2e901,2010-09-21,,999-32-4862,,,,Dione665,Wilkinson796,,,,white,nonhispanic,F,Grafton  Massachusetts  US,455 Rutherford Lock,Lawrence,Massachusetts,Essex County,25009,01841,42.65392733597755,-71.1397130605323,13474.46,27265.47,64612
2995bf9b-5760-2099-77fe-ba01250cec42,1953-05-07,,999-10-1178,S99915523,X21910865X,Ms.,Shayla126,Rath779,,,S,white,nonhispanic,F,Fitchburg  Massachusetts  US,106 Hane Skyway Suite 0,Hampden,Massachusetts,Hampden County,,00000,42.07986301784488,-72.43670689724918,16242.76,800689.76,15098
b4ea2bfe-cd6b-92a6-ff78-d2e995243894,1932-07-09,1966-11-11,999-70-2405,S99928700,X87718021X,Mr.,Damon455,Kshlerin58,JD,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,803 Powlowski Park,Scituate,Massachusetts,Plymouth County,25023,02066,42.16374680818888,-70.80708512636961,23445.48,18839.51,870606
ee98453d-79ed-910b-2e4a-9b32d9350fb6,1991-03-13,,999-70-4594,S99922993,X63601019X,Mr.,Luke971,Trantow673,,,M,asian,nonhispanic,M,Haiphong  Kiến An  VN,653 Jones Run Suite 14,Leominster,Massachusetts,Worcester County,25027,01453,42.55158257952831,-71.7700198666129,24117.54,26060.37,139930
98308074-8188-7b69-a1d1-be735cdc3ff4,1997-08-01,,999-14-9380,S99982480,X30896463X,Ms.,Carrol931,Rutherford999,,,,white,nonhispanic,F,Malden  Massachusetts  US,401 Reichel Route Suite 47,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.414512991574455,-73.30118644516655,17732.85,963178.27,143644
2333e462-582c-9c83-d382-4c5e0c2c1ad0,2000-09-29,,999-58-7543,S99923245,X14074343X,Ms.,Lavette209,Zboncak558,,,,black,nonhispanic,F,Medfield  Massachusetts  US,994 Feest Crossroad Apt 13,Marblehead,Massachusetts,Essex County,25009,01945,42.49472255145156,-70.81702859735168,31189.37,595880.21,129433
931c7fd6-6330-1008-cef4-df84dd836d15,2002-10-04,,999-26-4422,S99938533,X25071442X,Mr.,Burton124,Stehr398,,,,white,nonhispanic,M,Taunton  Massachusetts  US,619 Upton Landing Apt 9,Chelmsford,Massachusetts,Middlesex County,,00000,42.548797580393405,-71.3540262724428,25994.44,467794.53,185360
b3f13b30-5802-e5f3-685b-36c3c09283f1,2003-03-10,,999-20-4271,S99992852,,Ms.,Lessie363,Langworth352,,,,white,nonhispanic,F,Lynnfield  Massachusetts  US,745 Koelpin Trailer,Westborough,Massachusetts,Worcester County,25027,01581,42.30108671835689,-71.57704229893056,5139.91,88026.45,9657
4860e9a0-1263-6ca4-fe42-b7a73cbeec16,1947-12-14,2011-08-10,999-37-8682,S99927544,X81110019X,Mr.,Dominick530,Mills423,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,1025 Spinka Overpass Suite 19,Wilbraham,Massachusetts,Hampden County,25013,01095,42.11528427077081,-72.45768605820261,58407.08,40127.28,326248
87424a5e-7848-aed5-fd59-4c8a76c2ed36,1965-08-08,,999-36-1150,S99945201,X58343864X,Mrs.,Zoila41,McGlynn426,,DuBuque211,M,white,nonhispanic,F,Brookline  Massachusetts  US,867 Langosh Grove Apt 84,Fairhaven,Massachusetts,Bristol County,,00000,41.63250541278397,-70.87313339013353,15950.00,1425035.79,15144
26a90721-54f3-b755-ecf4-a8aab978c01c,1963-02-27,,999-55-3195,S99981647,X12176676X,Mr.,Martín25,Roldán470,,,M,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,382 Satterfield Annex Suite 45,Ludlow,Massachusetts,Hampden County,,00000,42.219739387326875,-72.45861669907123,829967.44,0.00,49667
06d7ef99-093b-fe84-6d7c-52a3eab126fe,1955-04-04,,999-99-2436,S99953324,X10127197X,Ms.,Yetta429,Doyle959,,,S,white,nonhispanic,F,Grafton  Massachusetts  US,762 Senger Lodge,New Bedford,Massachusetts,Bristol County,25005,02740,41.62800607094596,-70.98717778570096,1079260.67,33271.04,49980
74d4ca38-9f05-2212-c539-44139fdd8ab4,2003-08-20,,999-44-9634,S99977402,,Mr.,Elden718,Collins926,,,,white,nonhispanic,M,Salem  Massachusetts  US,343 Reynolds Lock Unit 95,Cambridge,Massachusetts,Middlesex County,25017,02141,42.41937500378478,-71.10280714780403,7303.71,44500.70,16133
f56c230b-3a7c-aca2-6363-fa3d46cf6596,1985-02-05,,999-51-3221,S99937081,X44375219X,Mrs.,Shaquana156,MacGyver246,,Deckow585,M,black,nonhispanic,F,Brockton  Massachusetts  US,282 Wintheiser Quay Suite 46,Sharon,Massachusetts,Norfolk County,25021,02067,42.07048110807395,-71.20906020387682,45950.72,726541.39,397408
37279a07-035d-e18b-bcd7-331dc3fe6304,1975-08-17,,999-91-9580,S99984964,X59848524X,Mr.,Jimmie93,Graham902,,,M,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,269 Jones Estate Apt 87,Lynn,Massachusetts,Essex County,25009,01901,42.540185973577316,-70.95005850290717,50890.22,105568.63,58204
2d5a8517-f25f-9f66-9ab8-0a69425145c7,1960-04-25,,999-62-7937,S99914972,X40059543X,Mr.,Manuel446,Quitzon246,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,828 Hahn Ferry Suite 62,Raynham,Massachusetts,Bristol County,,00000,41.93105766594213,-71.08785486712216,54306.03,143291.33,77316
1666a800-a041-a2ca-4f9b-af668e740370,1963-06-05,,999-30-8851,S99915586,X37464865X,Mr.,Grant908,Hahn503,,,M,white,nonhispanic,M,Boston  Massachusetts  US,168 Ernser Viaduct Apt 32,Cambridge,Massachusetts,Middlesex County,25017,02141,42.33909824190683,-71.11622581495207,51477.06,68767.89,224975
8762040e-69bb-6ac8-685c-1d63a3d4dfe2,1960-02-25,,999-10-6028,S99958879,X62869090X,Ms.,Carmelita854,Hagenes547,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,900 McClure Fort,Salem,Massachusetts,Essex County,25009,01970,42.52904093176596,-70.86167782746726,16750.00,1561478.75,13488
48334e94-64e7-91e8-d91b-1246110bf1ba,1932-07-09,2004-12-07,999-23-9351,S99916924,X14993625X,Mr.,Leandro563,Hane680,JD,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,166 Jerde Avenue,Scituate,Massachusetts,Plymouth County,25023,02066,42.25402035749961,-70.7386488899729,62366.99,201314.86,870606
a68f0fcf-424b-d8dd-3949-a69f0f3f9979,1935-09-06,2020-07-09,999-12-9121,S99987192,X75313923X,Mrs.,Janeth814,Feest103,,Shanahan202,M,white,nonhispanic,F,Boxford  Massachusetts  US,175 Mayer Frontage road Apt 63,East Longmeadow,Massachusetts,Hampden County,,00000,42.04366398532018,-72.53842235808679,909196.90,370234.71,29277
4f233603-d38e-fec1-7106-b6a09c62f28e,1947-12-14,2012-02-06,999-61-6740,S99975126,X69639917X,Mr.,Raymon366,Orn563,,,M,white,nonhispanic,M,East Bridgewater  Massachusetts  US,144 Waters Bypass Apt 13,Wilbraham,Massachusetts,Hampden County,25013,01095,42.1070174210795,-72.46946143213026,61483.39,148955.95,326248
561bc09a-56b9-859e-b926-fc66685d9df1,1946-03-21,,999-73-5643,S99995586,X13967823X,Mr.,Tyrell880,Schimmel440,,,M,white,nonhispanic,M,Georgetown  Massachusetts  US,102 Waters Estate Unit 93,New Bedford,Massachusetts,Bristol County,25005,02743,41.76092573197442,-70.93429596770599,69632.06,271187.57,62948
0c603e3d-ff1b-936d-14aa-9e875fa47cad,1932-07-09,2012-05-11,999-85-2178,S99970498,X20385492X,Mr.,Irving123,Hamill307,PhD,,M,white,nonhispanic,M,Kingston  Massachusetts  US,880 Bauch Lodge,Scituate,Massachusetts,Plymouth County,25023,02066,42.1894755210766,-70.72442915485766,67284.69,105065.45,870606
da069417-667e-3b7e-8730-b00bf5dbcd7f,1935-09-06,2015-02-25,999-50-5586,S99935886,X71918603X,Mrs.,Ethel888,Corwin846,,Predovic534,M,white,nonhispanic,F,New Bedford  Massachusetts  US,344 Miller Street,East Longmeadow,Massachusetts,Hampden County,,00000,42.06043518424488,-72.46281354520333,724339.28,171776.51,29277
dd19ae3a-2f3a-a636-f2bf-f3fe51e3ff7d,1947-12-14,2011-07-21,999-61-4140,S99946445,X63265370X,Mr.,Cedrick207,Cruickshank494,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,1051 Brakus Center Unit 33,Wilbraham,Massachusetts,Hampden County,25013,01095,42.153689936905664,-72.46563770143045,45887.05,1111058.21,326248
86636875-af39-df1b-edd7-209e8ffb77d2,1932-07-09,,999-26-8041,S99949411,X80854357X,Mr.,Garry927,Nikolaus26,MD,,M,white,nonhispanic,M,Rockland  Massachusetts  US,609 Paucek Skyway,Scituate,Massachusetts,Plymouth County,25023,02066,42.21737593221302,-70.71331268909627,53754.99,77450.36,870606
5dbb559c-7f46-f0bb-58ad-9069d1cce9b4,1935-09-06,,999-23-4696,S99949724,X57424902X,Mrs.,Hildred696,Casper496,,Kohler843,M,white,nonhispanic,F,Malden  Massachusetts  US,638 Bradtke Hollow,East Longmeadow,Massachusetts,Hampden County,,00000,42.04728057003359,-72.49659986178744,983859.74,213860.48,29277
9cfb6988-97da-cc56-58d4-81be46378f43,1947-12-14,,999-56-9201,S99974442,X17350166X,Mr.,Lonny638,Klein929,,,M,white,nonhispanic,M,Maynard  Massachusetts  US,848 Kuphal Junction,Wilbraham,Massachusetts,Hampden County,25013,01095,42.13813414111617,-72.45483019554929,71706.16,392055.44,326248
