date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2017-02-22,CR2355167,1029.0,212-333-2794,AA0215,34589.0,0.0,PS,AGENT,BENSION,13:26:16,13:39:18,00:13:02
2017-02-22,CR2356522,2597.0,348-023-8834,AA0214,34590.0,0.0,PS,AGENT,KAZAV,12:24:46,12:43:11,00:18:25
2017-02-22,CR2355552,7723.0,508-561-6860,AA0214,34591.0,1.0,PS,AGENT,AVNI,13:36:02,13:47:54,00:11:52
2017-02-22,CR2356350,7127.0,456-256-2055,AA0210,34592.0,0.0,PS,AGENT,TOVA,16:24:35,16:35:57,00:11:22
2017-02-21,CR2354272,446.0,505-839-7581,AA0109,34595.0,0.0,NW,AGENT,MICHAL,16:40:59,16:46:23,00:05:24
2017-02-21,CR2354077,1753.0,781-292-5899,AA0201,34596.0,0.0,NW,AGENT,MORIAH,11:46:04,11:59:02,00:12:58
2017-02-21,CR2353608,2480.0,161-776-5723,AA0203,34597.0,0.0,PS,AGENT,TOVA,09:38:24,09:42:07,00:03:43
2017-02-17,CR2349304,2902.0,150-386-8887,AA0204,34598.0,2.0,PS,AGENT,STEREN,14:31:11,14:51:46,00:20:35
2017-02-16,CR2347795,1122.0,298-650-1719,AA0105,34599.0,1.0,PS,AGENT,GELBER,13:18:47,13:29:04,00:10:17
2017-02-15,CR2346999,1890.0,242-066-8207,AA0115,34602.0,2.0,PS,AGENT,TOVA,16:54:11,16:59:12,00:05:01
2017-02-14,CR2344160,10828.0,212-376-3611,AA0102,34603.0,0.0,PS,AGENT,YIFAT,11:36:54,11:38:06,00:01:12
2017-02-14,CR2343097,515.0,918-314-3728,AA0102,34604.0,0.0,NE,AGENT,KAZAV,13:19:04,13:23:18,00:04:14
2017-02-13,CR2340997,3047.0,663-775-5494,AA0201,34607.0,2.0,PS,AGENT,ANAT,14:27:40,14:42:56,00:15:16
2017-02-13,CR2341553,2578.0,914-297-7141,AA0214,34608.0,0.0,NW,AGENT,TOVA,13:21:37,13:22:55,00:01:18
2017-02-10,CR2339177,2693.0,570-293-7736,AA0109,34610.0,0.0,PS,AGENT,NO_SERVER,09:16:26,09:19:33,00:03:07
2017-02-09,CR2336561,9846.0,361-447-3343,AA0203,34611.0,0.0,NW,AGENT,TOVA,15:43:18,15:47:13,00:03:55
2017-02-09,CR2336515,4735.0,799-709-6386,AA0201,34612.0,1.0,PS,AGENT,TOVA,13:30:05,13:35:43,00:05:38
2017-02-07,CR2332670,10070.0,617-987-0617,AA0214,34614.0,0.0,PS,AGENT,TOVA,13:05:10,13:07:11,00:02:01
2017-02-06,CR2330453,3907.0,197-430-7586,AA0213,34615.0,0.0,NE,AGENT,GILI,10:43:17,10:46:42,00:03:25
2017-02-06,CR2330518,1408.0,238-765-9083,AA0202,34616.0,0.0,PS,AGENT,KAZAV,13:44:38,13:59:06,00:14:28
2017-02-02,CR2324151,1013.0,894-336-4117,AA0214,34618.0,1.0,PS,AGENT,STEREN,14:33:01,14:45:25,00:12:24
2017-03-22,CR2398401,486.0,478-749-3447,AA0204,34544.0,0.0,PS,AGENT,TOVA,15:05:09,15:17:45,00:12:36
2017-03-22,CR2398768,2342.0,994-862-3218,AA0101,34545.0,0.0,NW,AGENT,STEREN,10:19:11,10:19:57,00:00:46
2017-03-21,CR2397737,3730.0,617-161-9051,AA0205,34546.0,0.0,PS,AGENT,YIFAT,10:47:11,10:53:13,00:06:02
2017-03-21,CR2398271,1891.0,953-476-9580,AA0105,34547.0,0.0,NW,AGENT,MIKI,14:20:21,14:31:52,00:11:31
2017-03-17,CR2392378,3321.0,254-815-1076,AA0106,34549.0,1.0,PS,AGENT,DORIT,09:00:11,09:03:53,00:03:42
2017-03-17,CR2392249,4218.0,508-495-9597,AA0102,34550.0,0.0,PS,AGENT,AVNI,12:38:08,12:42:25,00:04:17
2017-03-16,CR2391330,4622.0,716-474-3082,AA0214,34551.0,2.0,PS,AGENT,MORIAH,10:41:54,10:56:57,00:15:03
2017-03-16,CR2391051,4266.0,212-955-2224,AA0103,34552.0,0.0,NW,AGENT,YIFAT,14:36:47,14:45:13,00:08:26
2017-02-02,CR2321678,3791.0,356-349-1063,AA0209,34619.0,2.0,PS,AGENT,MORIAH,14:03:58,14:08:05,00:04:07
2017-02-02,CR2325187,1628.0,504-968-6745,AA0113,34620.0,0.0,NE,AGENT,ELI,14:11:18,14:29:46,00:18:28
2017-01-30,CR2317826,1248.0,940-007-9030,AA0213,34622.0,0.0,PS,AGENT,BASCH,11:55:01,12:05:28,00:10:27
2017-01-30,CR2317569,3475.0,924-456-1095,AA0107,34623.0,2.0,TT,AGENT,NO_SERVER,10:20:37,10:36:00,00:15:23
2017-01-30,CR2317933,2151.0,508-174-5751,AA0206,34624.0,2.0,PS,AGENT,ANAT,11:32:41,11:42:47,00:10:06
2017-01-27,CR2314643,1797.0,312-349-2628,AA0101,34626.0,0.0,PS,AGENT,DORIT,13:07:44,13:20:57,00:13:13
2017-01-27,CR2314736,2226.0,312-080-0390,AA0105,34628.0,0.0,PS,AGENT,SHARON,11:00:40,11:05:56,00:05:16
2017-01-27,CR2315474,3875.0,212-994-8696,AA0209,34629.0,2.0,PS,AGENT,YITZ,10:48:38,10:48:45,00:00:07
2017-01-25,CR2310722,3657.0,248-634-7803,AA0205,34630.0,2.0,PS,AGENT,MIKI,14:28:10,14:47:31,00:19:21
2017-01-25,CR2311288,11147.0,265-012-6222,AA0110,34631.0,2.0,PS,AGENT,MIKI,13:58:17,13:59:01,00:00:44
2017-01-25,CR2310354,232.0,854-444-6236,AA0109,34632.0,2.0,PS,AGENT,SHARON,14:06:28,14:20:38,00:14:10
2017-01-24,CR2308539,2503.0,281-754-2076,AA0104,34633.0,2.0,PS,AGENT,MORIAH,11:57:51,12:16:03,00:18:12
2017-01-24,CR2305383,146.0,917-678-2836,AA0103,34634.0,2.0,PS,AGENT,AVNI,11:24:26,11:30:51,00:06:25
2017-01-23,CR2305857,110.0,634-013-0057,AA0102,34635.0,2.0,PS,AGENT,DARMON,10:17:50,10:25:12,00:07:22
2017-01-20,CR2301475,2268.0,910-018-0049,AA0214,34636.0,2.0,PS,AGENT,MIKI,12:14:56,12:17:58,00:03:02
2017-01-20,CR2301210,4258.0,547-226-1341,AA0206,34637.0,1.0,PS,AGENT,ANAT,15:05:55,15:25:31,00:19:36
2017-01-20,CR2301127,8489.0,585-787-6851,AA0203,34639.0,0.0,PS,AGENT,TOVA,16:29:32,16:43:15,00:13:43
2017-01-19,CR2298291,3258.0,711-170-3148,AA0103,34640.0,2.0,PS,AGENT,SHARON,12:38:21,12:39:12,00:00:51
2017-01-18,CR2294240,917.0,857-625-6519,AA0206,34642.0,0.0,PS,AGENT,DARMON,15:16:07,15:36:24,00:20:17
2017-01-18,CR2292024,3067.0,508-728-2172,AA0204,34643.0,1.0,PS,AGENT,YITZ,13:20:50,13:26:26,00:05:36
2017-01-18,CR2293938,3467.0,212-985-4873,AA0215,34644.0,0.0,PS,AGENT,MORIAH,15:42:19,15:51:52,00:09:33
2017-01-13,CR2288912,3348.0,346-192-7574,AA0213,34646.0,0.0,NW,AGENT,YIFAT,09:56:22,10:12:22,00:16:00
2017-01-13,CR2289056,2981.0,944-944-0200,AA0103,34647.0,0.0,PS,AGENT,MORIAH,14:16:51,14:36:07,00:19:16
2017-01-11,CR2285660,2906.0,461-185-8491,AA0206,34648.0,0.0,PS,AGENT,AVIDAN,12:24:56,12:38:37,00:13:41
2017-01-10,CR2283299,287.0,716-179-4777,AA0109,34649.0,0.0,NW,AGENT,TOVA,15:42:47,15:49:43,00:06:56
2017-01-10,CR2283645,1394.0,674-781-6659,AA0205,34650.0,0.0,NW,AGENT,YITZ,13:33:46,13:50:25,00:16:39
2017-01-10,CR2282295,2786.0,671-085-3435,AA0111,34651.0,0.0,TT,AGENT,BASCH,11:19:59,11:40:31,00:20:32
2017-01-09,CR2281138,1199.0,644-160-4985,AA0215,34652.0,0.0,NW,AGENT,MIKI,15:37:19,15:51:58,00:14:39
2017-01-06,CR2275944,3782.0,212-522-4265,AA0106,34653.0,0.0,PS,AGENT,BENSION,09:21:43,09:38:30,00:16:47
2017-01-06,CR2279164,3909.0,459-262-9261,AA0115,34654.0,0.0,PS,AGENT,GILI,10:38:36,10:42:02,00:03:26
2017-01-06,CR2279262,4514.0,617-286-0356,AA0108,34655.0,0.0,TT,AGENT,STEREN,16:08:32,16:18:02,00:09:30
2017-01-03,CR2273074,1529.0,184-946-5589,AA0204,34656.0,0.0,PS,AGENT,AVNI,13:12:58,13:13:46,00:00:48
2017-01-03,CR2272555,4275.0,411-416-0778,AA0209,34657.0,0.0,PS,AGENT,SHARON,14:40:57,14:49:22,00:08:25
2017-01-03,CR2272801,2430.0,996-964-9510,AA0215,34658.0,0.0,NW,AGENT,STEREN,16:54:36,17:08:11,00:13:35
2016-12-28,CR2267388,1121.0,617-927-2995,AA0110,34659.0,0.0,PS,AGENT,YIFAT,11:34:46,11:42:41,00:07:55
2016-12-27,CR2264142,1434.0,946-732-1068,AA0101,34662.0,0.0,PS,AGENT,YIFAT,13:16:58,13:27:12,00:10:14
2016-12-27,CR2264909,5325.0,755-055-9989,AA0110,34663.0,2.0,NE,AGENT,IDIT,16:41:25,16:52:04,00:10:39
